Year,Date,OPP,FanDuel,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,SF,E,AVG,OBP,SLG,OPS
2018,10-Jun,CWS,3,5,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0.277,0.333,0.503,0.836
2018,11-Jun,@Bal,12.2,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0.281,0.339,0.503,0.842
2018,12-Jun,@Bal,15.4,5,3,2,1,0,0,0,0,2,0,0,0,0,0,0,0.282,0.345,0.5,0.845
2018,13-Jun,@Bal,3.5,5,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0.277,0.338,0.49,0.828
2018,14-Jun,@Sea,21.7,4,4,1,2,0,0,1,1,0,2,0,0,0,0,0,0.281,0.341,0.505,0.846
2018,15-Jun,@Sea,28.7,5,4,1,1,0,0,1,3,1,0,0,0,0,0,0,0.28,0.342,0.514,0.856
2018,16-Jun,@Sea,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.276,0.338,0.507,0.845
2018,17-Jun,@Sea,28.4,5,5,2,2,0,0,1,2,0,1,0,0,0,0,1,0.279,0.339,0.518,0.857
2018,19-Jun,@Min,3,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0.278,0.336,0.511,0.847
2018,20-Jun,@Min,6,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0.277,0.335,0.511,0.846
2018,21-Jun,@Min,19.2,5,5,1,2,1,0,0,2,0,0,0,0,0,0,0,0.28,0.336,0.513,0.849
2018,22-Jun,Sea,12.5,4,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0.279,0.335,0.508,0.843
2018,23-Jun,Sea,,DNP,,,,,,,,,,,,,,,,,,
2018,24-Jun,Sea,9.2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0.279,0.333,0.508,0.841
2018,26-Jun,LAA,12,5,3,0,1,1,0,0,0,2,0,0,0,0,0,0,0.279,0.338,0.51,0.848
2018,27-Jun,LAA,6,5,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0.278,0.336,0.508,0.844
2018,28-Jun,LAA,12,4,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0.28,0.342,0.512,0.854
2018,29-Jun,@NYY,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.337,0.504,0.841
2018,30-Jun,@NYY,9.2,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0.278,0.338,0.502,0.84
2018,1-Jul,@NYY,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.274,0.334,0.496,0.83
2018,2-Jul,@Was,3,4,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0.271,0.333,0.491,0.824
2018,3-Jul,@Was,34.7,5,3,1,2,0,0,1,3,2,0,0,0,0,0,0,0.276,0.341,0.504,0.845
2018,4-Jul,@Was,,DNP,,,,,,,,,,,,,,,,,,
2018,6-Jul,@KC,31.4,5,3,2,1,0,0,1,2,2,0,0,0,0,0,0,0.276,0.345,0.513,0.858
2018,7-Jul,@KC,31.9,6,3,2,1,1,0,0,3,3,0,0,0,0,0,0,0.277,0.351,0.514,0.865
2018,8-Jul,@KC,22.2,5,3,1,2,1,0,0,2,1,0,0,0,0,1,0,0.281,0.355,0.52,0.875
2018,9-Jul,Tex,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.277,0.351,0.512,0.863
2018,10-Jul,Tex,16,4,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0.277,0.35,0.516,0.866
2018,11-Jul,Tex,21.7,4,4,1,3,0,1,0,1,0,0,0,0,0,0,0,0.283,0.355,0.526,0.881
2018,12-Jul,Tor,6.2,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0.283,0.353,0.522,0.875
2018,13-Jul,Tor,9.5,5,4,0,1,0,0,0,1,1,3,0,0,0,0,0,0.282,0.354,0.518,0.872
2018,14-Jul,Tor,38.4,5,5,2,2,1,0,1,4,0,1,0,0,0,0,0,0.284,0.355,0.529,0.884
2018,15-Jul,Tor,22.2,4,4,1,1,0,0,1,2,0,1,0,0,0,0,0,0.284,0.353,0.535,0.888
2018,20-Jul,@Det,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.283,0.352,0.532,0.884
2018,21-Jul,@Det,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.28,0.348,0.525,0.873
2018,22-Jul,@Det,18.4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0.283,0.351,0.533,0.884
2018,23-Jul,@Bal,9.2,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0.283,0.35,0.532,0.882
2018,24-Jul,@Bal,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.28,0.346,0.526,0.872
2018,26-Jul,Min,9,4,4,0,2,1,0,0,0,0,1,0,0,0,0,0,0.282,0.348,0.529,0.877
2018,27-Jul,Min,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.279,0.344,0.522,0.866
2018,28-Jul,Min,9.2,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0.279,0.345,0.519,0.864
2018,29-Jul,Min,,DNP,,,,,,,,,,,,,,,,,,
2018,30-Jul,Phi,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0.275,0.34,0.512,0.852
2018,31-Jul,Phi,12.5,4,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0.275,0.342,0.513,0.855
2018,2-Aug,NYY,,DNP,,,,,,,,,,,,,,,,,,
2018,3-Aug,NYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.342,0.513,0.855
2018,4-Aug,NYY,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0.274,0.342,0.51,0.852
2018,5-Aug,NYY,6,5,4,0,1,0,0,0,0,1,1,0,1,0,0,1,0.273,0.343,0.507,0.85
2018,7-Aug,@Tor,15.2,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0.273,0.343,0.504,0.847
2018,8-Aug,@Tor,22.5,5,2,0,1,1,0,0,3,2,0,0,0,0,1,1,0.274,0.346,0.507,0.853
2018,9-Aug,@Tor,6,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.273,0.348,0.504,0.852
2018,10-Aug,@Bal,44.4,6,4,2,1,0,0,1,4,2,1,1,0,0,0,0,0.272,0.35,0.51,0.86
2018,11-Aug,@Bal,24.4,4,4,2,3,1,0,0,0,0,1,1,0,0,0,0,0.278,0.354,0.515,0.869
2018,12-Aug,@Bal,,DNP,,,,,,,,,,,,,,,,,,
2018,14-Aug,@Phi,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.274,0.35,0.507,0.857
2018,15-Aug,@Phi,6,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0.275,0.351,0.505,0.856
2018,17-Aug,TB,31.2,4,4,1,3,2,1,0,2,0,0,0,0,0,0,0,0.28,0.355,0.518,0.873
2018,18-Aug,TB,6.2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0.278,0.355,0.515,0.87
2018,19-Aug,TB,9,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0.279,0.357,0.518,0.875
2018,21-Aug,Cle,12.7,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0.281,0.356,0.516,0.872
2018,22-Aug,Cle,37.4,5,5,2,2,0,0,2,2,0,1,0,0,0,0,0,0.282,0.357,0.53,0.887
2018,23-Aug,Cle,16.2,5,5,1,1,1,0,0,2,0,2,0,0,0,0,0,0.281,0.355,0.528,0.883
2018,24-Aug,@TB,16,5,5,0,3,0,0,0,2,0,1,0,0,0,0,0,0.285,0.358,0.529,0.887
2018,25-Aug,@TB,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0.285,0.357,0.528,0.885
2018,26-Aug,@TB,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.283,0.354,0.523,0.877
2018,28-Aug,Mia,15.7,5,4,1,2,1,0,0,1,0,0,0,0,0,1,0,0.285,0.355,0.525,0.88
2018,29-Aug,Mia,9.7,5,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0.284,0.353,0.521,0.874
2018,30-Aug,@CWS,3,5,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0.281,0.352,0.516,0.868
2018,31-Aug,@CWS,3,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.281,0.351,0.514,0.865
2018,1-Sep,@CWS,3,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0.279,0.35,0.51,0.86
2018,2-Sep,@CWS,12,3,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0.282,0.352,0.511,0.863
2018,3-Sep,@Atl,13,5,5,0,1,1,0,0,2,0,2,0,0,0,0,0,0.281,0.35,0.51,0.86
2018,4-Sep,@Atl,15.5,5,3,0,1,1,0,0,1,2,0,0,0,0,0,0,0.281,0.353,0.511,0.864
2018,5-Sep,@Atl,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.281,0.354,0.511,0.865
2018,7-Sep,Hou,18.7,4,4,1,1,0,0,1,1,0,2,0,0,0,0,0,0.281,0.353,0.515,0.868
2018,8-Sep,Hou,28.2,4,4,1,3,0,0,1,2,0,1,0,0,0,0,0,0.285,0.356,0.524,0.88
2018,9-Sep,Hou,18.5,5,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0.291,0.363,0.528,0.891
2018,11-Sep,Tor,6.2,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0.289,0.362,0.525,0.887
2018,12-Sep,Tor,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.289,0.361,0.522,0.883
2018,13-Sep,Tor,18.2,4,4,1,2,1,0,0,0,0,1,1,0,0,0,0,0.291,0.362,0.524,0.886
2018,14-Sep,NYM,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.289,0.36,0.521,0.881
2018,15-Sep,NYM,12.5,4,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0.288,0.359,0.519,0.878
2018,16-Sep,NYM,,DNP,,,,,,,,,,,,,,,,,,
2018,18-Sep,@NYY,6,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0.288,0.358,0.519,0.877
2018,19-Sep,@NYY,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.356,0.515,0.871
2018,20-Sep,@NYY,3.5,5,4,0,0,0,0,0,1,0,2,0,0,0,1,0,0.284,0.353,0.511,0.864
2018,21-Sep,@Cle,,DNP,,,,,,,,,,,,,,,,,,
2018,22-Sep,@Cle,6,5,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0.284,0.354,0.509,0.863
2018,23-Sep,@Cle,9,4,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0.285,0.356,0.509,0.865
2018,24-Sep,Bal,9.5,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0.286,0.357,0.509,0.866
2018,26-Sep,Bal,38.4,4,4,2,2,1,0,1,4,0,1,0,0,0,0,0,0.288,0.358,0.517,0.875
2018,26-Sep,Bal,,DNP,,,,,,,,,,,,,,,,,,
2018,28-Sep,NYY,12.7,5,3,1,0,0,0,0,1,2,1,0,0,0,0,1,0.286,0.359,0.514,0.873
2018,29-Sep,NYY,,DNP,,,,,,,,,,,,,,,,,,
2018,30-Sep,NYY,28.2,3,3,1,2,1,0,1,2,0,0,0,0,0,0,0,0.288,0.36,0.522,0.882
2019,28-Mar,@Sea,6,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0.25,0.25,0.5,0.75
2019,29-Mar,@Sea,21.7,4,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0.286,0.375,0.857,1.232
2019,30-Mar,@Sea,0,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0.167,0.231,0.5,0.731
2019,31-Mar,@Sea,9.2,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0.188,0.278,0.438,0.716
2019,1-Apr,@Oak,9,3,3,0,2,1,0,0,0,0,1,0,0,0,0,0,0.263,0.333,0.526,0.859
2019,2-Apr,@Oak,6,4,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0.261,0.32,0.522,0.842
2019,3-Apr,@Oak,,DNP,,,,,,,,,,,,,,,,,,
2019,4-Apr,@Oak,12.5,4,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0.28,0.379,0.52,0.899
2019,5-Apr,@Ari,9.2,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0.276,0.382,0.483,0.865
2019,6-Apr,@Ari,6.2,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.368,0.438,0.806
2019,7-Apr,@Ari,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.357,0.417,0.774
2019,9-Apr,Tor,21.9,4,2,2,1,1,0,0,1,2,0,0,0,0,0,0,0.263,0.391,0.447,0.838
2019,11-Apr,Tor,12.2,5,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0.268,0.412,0.439,0.851
2019,12-Apr,Bal,21.9,4,4,2,3,1,0,0,1,0,0,0,0,0,0,1,0.311,0.436,0.489,0.925
2019,13-Apr,Bal,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.286,0.407,0.449,0.856
2019,14-Apr,Bal,32.2,4,3,1,2,0,0,1,4,0,1,0,0,0,1,0,0.308,0.413,0.519,0.932
2019,15-Apr,Bal,6.2,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0.304,0.403,0.5,0.903
2019,16-Apr,@NYY,6,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0.3,0.394,0.5,0.894
2019,17-Apr,@NYY,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.297,0.387,0.484,0.871
2019,19-Apr,@TB,3,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.294,0.38,0.471,0.851
2019,20-Apr,@TB,6.2,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0.282,0.373,0.451,0.824
2019,21-Apr,@TB,10,5,5,0,1,0,0,0,2,0,2,0,0,0,0,0,0.276,0.364,0.434,0.798
2019,23-Apr,Det,9.5,5,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0.286,0.371,0.5,0.871
2019,23-Apr,Det,37.4,4,4,2,2,0,0,2,2,0,0,0,0,0,0,0,0.288,0.37,0.513,0.883
2019,24-Apr,Det,12.7,5,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0.284,0.373,0.489,0.862
2019,25-Apr,Det,9.4,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0.283,0.368,0.478,0.846
2019,27-Apr,TB,9,4,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0.284,0.373,0.484,0.857
2019,28-Apr,TB,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.273,0.36,0.465,0.825
2019,29-Apr,Oak,22.2,5,5,1,2,2,0,0,2,0,1,0,0,0,0,0,0.279,0.361,0.481,0.842
2019,30-Apr,Oak,3,4,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0.271,0.358,0.467,0.825
2019,1-May,Oak,,DNP,,,,,,,,,,,,,,,,,,
2019,2-May,@CWS,6,5,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0.264,0.359,0.455,0.814
2019,3-May,@CWS,9.2,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0.27,0.361,0.452,0.813
2019,4-May,@CWS,28.4,6,5,2,1,0,0,1,2,1,2,0,0,0,0,0,0.267,0.36,0.467,0.827
2019,5-May,@CWS,29.2,5,5,1,1,0,0,1,4,0,0,0,0,0,0,0,0.264,0.354,0.48,0.834
2019,6-May,@Bal,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.256,0.345,0.465,0.81
2019,7-May,@Bal,18.7,5,5,1,1,0,0,1,1,0,1,0,0,0,0,0,0.254,0.34,0.478,0.818
2019,8-May,@Bal,3,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0.252,0.335,0.468,0.803
2019,10-May,Sea,22.4,5,5,2,2,1,0,0,2,0,1,0,0,0,0,0,0.257,0.337,0.472,0.809
2019,11-May,Sea,12.7,5,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0.257,0.339,0.466,0.805
2019,14-May,Col,9,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0.263,0.365,0.467,0.832
2019,15-May,Col,12.2,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0.263,0.366,0.468,0.834
2019,17-May,Hou,21.2,4,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0.275,0.374,0.481,0.855
2019,18-May,Hou,3,4,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0.27,0.372,0.472,0.844
2019,19-May,Hou,16,4,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0.275,0.374,0.479,0.853
2019,20-May,@Tor,38.1,5,5,3,3,0,0,1,3,0,1,0,0,0,0,0,0.285,0.38,0.5,0.88
2019,21-May,@Tor,3,5,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0.278,0.376,0.489,0.865
2019,22-May,@Tor,12.5,6,6,0,3,0,0,0,1,0,1,0,1,0,0,0,0.286,0.379,0.489,0.868
2019,23-May,@Tor,15.4,5,5,2,2,1,0,0,0,0,1,0,0,0,0,0,0.289,0.38,0.492,0.872
2019,24-May,@Hou,21.7,4,3,1,1,0,0,1,1,1,1,0,0,0,0,2,0.289,0.382,0.505,0.887
2019,25-May,@Hou,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0.284,0.375,0.495,0.87
2019,26-May,@Hou,,DNP,,,,,,,,,,,,,,,,,,
2019,27-May,Cle,18.9,5,5,2,2,1,0,0,1,0,1,0,0,0,0,1,0.286,0.376,0.497,0.873
2019,28-May,Cle,18.9,5,5,2,2,1,0,0,1,0,1,0,0,0,0,0,0.289,0.376,0.5,0.876
2019,29-May,Cle,31.4,5,4,2,2,0,0,1,2,1,0,0,0,0,0,0,0.293,0.381,0.514,0.895
2019,31-May,@NYY,3,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.292,0.379,0.509,0.888
2019,1-Jun,@NYY,30.9,4,4,2,3,1,0,1,1,0,0,0,0,0,0,0,0.301,0.385,0.532,0.917
2019,2-Jun,@NYY,27.9,4,4,2,2,1,0,1,1,0,1,0,0,0,0,1,0.305,0.386,0.55,0.936
2019,4-Jun,@KC,9.7,5,4,1,1,0,0,0,1,0,1,0,0,0,1,0,0.304,0.383,0.545,0.928
2019,5-Jun,@KC,6.2,5,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0.298,0.379,0.535,0.914
2019,6-Jun,@KC,15.2,5,4,1,1,0,0,0,0,1,1,1,0,0,0,0,0.297,0.38,0.53,0.91
2019,7-Jun,TB,12.5,4,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0.301,0.381,0.534,0.915
2019,8-Jun,TB,6.5,4,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0.295,0.375,0.523,0.898
2019,8-Jun,TB,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.297,0.377,0.527,0.904
2019,9-Jun,TB,3,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0.291,0.374,0.516,0.89
2019,10-Jun,Tex,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.289,0.371,0.51,0.881
2019,11-Jun,Tex,24.7,4,3,1,2,0,0,1,1,1,1,0,0,0,0,0,0.294,0.376,0.524,0.9
2019,12-Jun,Tex,3,4,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0.29,0.374,0.518,0.892
2019,13-Jun,Tex,27.9,4,3,2,2,0,0,1,1,1,1,0,0,0,0,0,0.295,0.379,0.531,0.91
2019,14-Jun,@Bal,9.2,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0.292,0.381,0.527,0.908
2019,15-Jun,@Bal,22.2,5,2,1,1,1,0,0,2,2,1,0,0,0,1,0,0.294,0.384,0.531,0.915
2019,16-Jun,@Bal,21.7,5,3,1,2,1,0,0,1,2,0,0,0,0,0,0,0.298,0.391,0.536,0.927
2019,17-Jun,@Min,12.5,4,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0.301,0.392,0.539,0.931
2019,18-Jun,@Min,9,8,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0.3,0.389,0.534,0.923
2019,19-Jun,@Min,21.9,5,3,2,1,1,0,0,1,2,1,0,0,0,0,0,0.3,0.392,0.536,0.928
2019,21-Jun,Tor,15.7,5,4,1,1,1,0,0,1,1,1,0,0,0,0,0,0.299,0.392,0.535,0.927
2019,22-Jun,Tor,9.5,5,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0.298,0.389,0.533,0.922
2019,23-Jun,Tor,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.385,0.526,0.911
2019,24-Jun,CWS,18,5,4,0,2,1,0,0,0,1,0,1,0,0,0,0,0.296,0.388,0.529,0.917
2019,25-Jun,CWS,28.4,4,3,2,1,0,0,1,2,0,0,0,0,1,0,1,0.297,0.389,0.537,0.926
2019,26-Jun,CWS,13,5,5,0,2,0,0,0,2,0,2,0,0,0,0,0,0.298,0.389,0.534,0.923
2019,29-Jun,NYY,12.2,5,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0.299,0.392,0.532,0.924
2019,30-Jun,NYY,22.2,3,3,1,1,0,0,1,2,0,0,0,0,0,0,0,0.299,0.392,0.54,0.932
2019,2-Jul,@Tor,15.7,5,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0.301,0.392,0.541,0.933
2019,3-Jul,@Tor,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0.297,0.388,0.534,0.922
2019,4-Jul,@Tor,9.7,5,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0.295,0.385,0.529,0.914
2019,5-Jul,@Det,32.2,5,4,1,1,0,0,1,4,1,1,0,0,0,0,0,0.295,0.385,0.535,0.92
2019,6-Jul,@Det,,DNP,,,,,,,,,,,,,,,,,,
2019,7-Jul,@Det,16.2,4,4,1,1,1,0,0,2,0,1,0,0,0,0,0,0.294,0.384,0.535,0.919
2019,12-Jul,LAD,25.7,4,4,1,1,0,0,1,3,0,2,0,0,0,0,0,0.294,0.383,0.54,0.923
2019,13-Jul,LAD,25.2,3,3,1,2,0,0,1,2,0,1,0,0,0,0,0,0.297,0.385,0.55,0.935
2019,14-Jul,LAD,27.9,6,5,2,2,0,0,1,1,1,1,0,0,0,0,1,0.299,0.387,0.557,0.944
2019,15-Jul,Tor,21.9,5,4,2,3,0,0,0,1,1,1,0,0,0,0,0,0.307,0.394,0.562,0.956
2019,16-Jul,Tor,34.2,5,4,1,3,1,0,1,2,1,0,0,0,0,0,0,0.312,0.399,0.575,0.974
2019,17-Jul,Tor,9,5,5,0,2,1,0,0,0,0,1,0,0,0,0,0,0.313,0.399,0.575,0.974
2019,18-Jul,Tor,6,4,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0.315,0.4,0.575,0.975
2019,19-Jul,@Bal,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0.396,0.568,0.964
2019,20-Jul,@Bal,15.7,5,4,1,2,0,0,0,1,1,1,0,0,0,0,0,0.314,0.399,0.568,0.967
2019,21-Jul,@Bal,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.31,0.395,0.561,0.956
2019,22-Jul,@TB,27.9,5,3,2,2,2,0,0,1,2,0,0,0,0,0,0,0.313,0.4,0.568,0.968
2019,23-Jul,@TB,9.2,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0.31,0.397,0.562,0.959
2019,24-Jul,@TB,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0.309,0.396,0.558,0.954
2019,25-Jul,NYY,56.8,6,6,4,4,0,0,2,4,0,1,0,0,0,0,0,0.315,0.4,0.575,0.975
2019,26-Jul,NYY,9.2,4,4,1,1,1,0,0,0,0,2,0,0,0,0,1,0.314,0.398,0.575,0.973
2019,27-Jul,NYY,9.5,5,5,0,1,1,0,0,1,0,2,0,0,0,0,0,0.313,0.396,0.573,0.969
2019,28-Jul,NYY,18.4,5,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0.316,0.398,0.575,0.973
2019,30-Jul,TB,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.315,0.396,0.571,0.967
2019,31-Jul,TB,3,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0.311,0.392,0.564,0.956
2019,1-Aug,TB,49.9,4,4,2,4,1,0,2,3,0,0,0,0,0,0,0,0.317,0.397,0.585,0.982
2019,2-Aug,@NYY,6.2,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0.315,0.396,0.581,0.977
2019,3-Aug,@NYY,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.389,0.57,0.959
2019,3-Aug,@NYY,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0.393,0.576,0.969
2019,4-Aug,@NYY,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.306,0.386,0.565,0.951
2019,5-Aug,KC,12.7,4,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0.307,0.387,0.563,0.95
2019,6-Aug,KC,,DNP,,,,,,,,,,,,,,,,,,
2019,8-Aug,LAA,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0.308,0.387,0.562,0.949
2019,9-Aug,LAA,9.2,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0.307,0.386,0.561,0.947
2019,10-Aug,LAA,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.382,0.555,0.937
2019,11-Aug,LAA,3,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0.303,0.38,0.551,0.931
2019,12-Aug,@Cle,18.5,5,5,0,2,1,0,0,1,0,2,1,0,0,0,0,0.304,0.381,0.552,0.933
2019,13-Aug,@Cle,6,6,6,0,2,0,0,0,0,0,3,0,0,0,0,0,0.304,0.38,0.549,0.929
2019,14-Aug,@Cle,50.4,5,4,2,3,0,0,2,4,1,0,0,0,0,0,1,0.308,0.384,0.563,0.947
2019,16-Aug,Bal,12.2,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0.308,0.385,0.564,0.949
2019,17-Aug,Bal,3,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0.308,0.384,0.561,0.945
2019,18-Aug,Bal,19.2,5,5,1,2,1,0,0,2,0,0,0,0,0,0,0,0.309,0.384,0.562,0.946
2019,20-Aug,Phi,6,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0.308,0.383,0.561,0.944
2019,21-Aug,Phi,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0.306,0.38,0.557,0.937
2019,23-Aug,@SD,22.2,4,3,1,2,1,0,0,2,1,0,0,0,0,0,0,0.308,0.383,0.559,0.942
2019,24-Aug,@SD,9,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0.308,0.385,0.558,0.943
2019,25-Aug,@SD,3,4,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0.306,0.384,0.555,0.939
2019,27-Aug,@Col,30.9,5,4,2,2,1,0,1,1,1,0,0,0,0,0,0,0.308,0.386,0.562,0.948
2019,28-Aug,@Col,49.9,5,4,2,3,1,0,2,3,1,0,0,0,0,0,0,0.311,0.389,0.577,0.966
2019,30-Aug,@LAA,6.2,6,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0.309,0.387,0.573,0.96
2019,31-Aug,@LAA,6,5,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0.308,0.386,0.571,0.957
